Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
4) Übergang von der zweijährigen Veranlagung mit Vergangenheitsbemessung zur jährlichen Veranlagung mit Gegenwartsbemessung /,,,,,,,
    Passage de la méthode de taxation bisannuelle praenumerando à la taxation annuelle postnumerando.,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
Direkte Bundessteuer / Steuerperiode 2018 / Natürliche Personen,,,,,,,
Impôt fédéral direct / Période fiscale 2018 / Personnes physiques,,,,,,,
KANTON SOLOTHURN,,,,,,,
Gesamtergebnisse,,,,,,,
Résultats d'ensemble,,,,,,,
,,,,,,,
,,,Steuerbares,Ermässigungen,Steuerertrag,,
,,Pflichtige,Einkommen,für Kinder,pro Jahr,,
,Arten,Contribuables,Revenu,Réductions,Rendement de,Genres,
,,,imposable,pour des enfants,l'impôt par année,,
,,,1'000 Fr.,Anzahl / Nombre,Fr.,,
"Steuerpflichtige mit einer Belastung durch die direkte Bundessteuer
Contribuables acquittant un impôt fédéral direct",,,,,,,
,,,,,,,
Normalfälle,,117904,8181587.6,25879,191172974,Cas normaux,
Sonderfälle,,9229,666426.2000000001,0,28727015,Cas spéciaux,
   Pauschalierte (Art. 14 DBG),,7,951.8000000000001,0,68418,   Impôt à forfait (art. 14 LIFD),
   Übrige Sonderfälle (Art. 4 bis 7 und 37 DBG),,9222,665474.4,.   ,28658597,   Autres cas spéciaux (art. 4 à 7 et 37 LIFD),
Quellensteuer,,-   ,-     ,-   ,5617638,Imposition à la source,
Kapitalleistungen aus Vorsorge (Art. 38 DBG),,5167,715489.6,-   ,9008415,Prestations en capital provenant de la,
,,,,,,prévoyance (art. 38 LIFD),
,,,,,,,
,Total,132300,9563503.399999999,25879,234526042,Total,
"Steuerpflichtige ohne Belastung durch die direkte Bundessteuer
Contribuables n'acquittant pas d'impôt fédéral direct",,,,,,,
,,,,,,,
Normalfälle,,35272,612100.2999999999,11110,0,Cas normaux,
Sonderfälle,,2824,26538.7,.   ,0,Cas spéciaux,
,,,,,,,
Kapitalleistungen aus Vorsorge (Art. 38 DBG),,3841,83335.1,-   ,0,Prestations en capital provenant de la,
,,,,,,prévoyance (art. 38 LIFD),
,Total,41937,721974.0999999999,11110,0,Total,
,,,,,,,
Entwicklung der direkten Bundessteuer der natürlichen Personen,,,,,,,
Evolution de l'impôt fédéral direct payé par les personnes physiques,,,,,,,
,,,,,,,
Nur steuerpflichtige Personen mit einer Belastung durch die direkte Bundessteuer,,,,,,,
Seulement les contribuables acquittant un impôt fédéral direct,,,,,,,
,Beginn der,,,,,Steuerertrag pro Jahr,
Perioden,Steuerpflicht,Anzahl,Steuerbares,Ermässigungen,Reines,Rendement de l'impôt par année,
Steuerjahre,(steuerbares Einkommen),Pflichtige,Einkommen,für Kinder,Einkommen,,
,Début de l'assu-,Nombre de,Revenu,Réductions,Revenu,,Veränderung in %
Périodes,jettissement,contribuables,imposable,pour des enfants,net,,Variation en %
Années fiscales,(revenu imposable),,,,1),,
,Fr.,,Mio. Fr.,Anzahl / Nombre,Mio. Fr.,1'000 Fr.,
 SP/PF    2005,16'100 / 27'400,123020,7677.077200000001,.        ,8097.722400000001,183328.815,1.7417678346069607
 SP/PF    2006,16'900 / 29'200,123072,7857.974,.        ,8271.1278,180506.841,-1.5392964821160433
 SP/PF    2007,16'900 / 29'200,125853,8178.246099999999,.        ,8554.4285,190621.952,5.603727229374101
 SP/PF    2008,16'900 / 29'200,127126,8267.1904,.        ,8928.5799,195638.314,2.631576241544323
 SP/PF    2009,16'900 / 29'200,128301,8460.131,.        ,9125.5653,205888.461,5.239335174397382
 SP/PF    2010,16'900 / 29'200,129456,8530.173100000002,.        ,9204.536399999999,204616.362,-0.6178583266985527
 SP/PF    2011,17'700 / 30'600,120664,8222.806,2)        ,8634.121,190979.41,-6.664643954524024
 SP/PF    2012,17'800 / 30'800,121182,8334.3716,2)        ,8743.541,190030.314,-0.49696247359858603
 SP/PF    2013,17'800 / 30'800,122982,8485.871,23372,8910.7795,194831.729,2.5266574047759462
 SP/PF    2014,17'800 / 30'800,125028,8761.793099999999,24299,9060.9653,205257.113,5.35096827067629
 SP/PF    2015,17'800 / 30'800,126431,8889.5677,24479,9185.6326,209988.093,2.304904288505682
 SP/PF    2016,17'800 / 30'800,128090,9177.206400000001,25360,9467.4475,221071.938,5.278320709355654
 SP/PF    2017,17'800 / 30'800,129284,9387.2039,25236,9660.718499999999,234405.44,6.0312955685945155
 SP/PF    2018,17'800 / 30'800,132300,9563.503399999998,25879,9867.396499999999,234526.042,0.05145017112229766
,,,,,,,
1) Nur Normal und Sonderfälle / Seulement les cas normaux et des cas spéciaux,,,,,,,
2) Die Ermässigungen für Kinder wurden noch nicht ausgezählt  / Les réductions pour les enfants n'étaient pas encore été décomptées,,,,,,,
"3) Der Kanton Zürich lieferte uns den Steuerbetrag vor dem Abzug der Ermässigungen für Kinder, sodass diese nicht ausgezählt werden konnten",,,,,,,
"    Le canton de Zurich a fourni le montant de l'impôt avant déduction des réductions pour les enfants, ce qui empêche le décompte de ces dernières",,,,,,,
4) Übergang von der zweijährigen Veranlagung mit Vergangenheitsbemessung zur jährlichen Veranlagung mit Gegenwartsbemessung /,,,,,,,
    Passage de la méthode de taxation bisannuelle praenumerando à la taxation annuelle postnumerando.,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
Direkte Bundessteuer / Steuerperiode 2018 / Natürliche Personen,,,,,,,
Impôt fédéral direct / Période fiscale 2018 / Personnes physiques,,,,,,,
KANTON BASEL-STADT,,,,,,,
Gesamtergebnisse,,,,,,,
Résultats d'ensemble,,,,,,,
,,,,,,,
,,,Steuerbares,Ermässigungen,Steuerertrag,,
,,Pflichtige,Einkommen,für Kinder,pro Jahr,,
,Arten,Contribuables,Revenu,Réductions,Rendement de,Genres,
,,,imposable,pour des enfants,l'impôt par année,,
,,,1'000 Fr.,Anzahl / Nombre,Fr.,,
"Steuerpflichtige mit einer Belastung durch die direkte Bundessteuer
Contribuables acquittant un impôt fédéral direct",,,,,,,
,,,,,,,
Normalfälle,,76586,6100931.7,13251,218067868,Cas normaux,
Sonderfälle,,13087,1803219.1,0,128250617,Cas spéciaux,
   Pauschalierte (Art. 14 DBG),,0,0,0,0,   Impôt à forfait (art. 14 LIFD),
   Übrige Sonderfälle (Art. 4 bis 7 und 37 DBG),,13087,1803219.1,.   ,128250617,   Autres cas spéciaux (art. 4 à 7 et 37 LIFD),
Quellensteuer,,-   ,-     ,-   ,43570061,Imposition à la source,
Kapitalleistungen aus Vorsorge (Art. 38 DBG),,2129,301644.5,-   ,3843059,Prestations en capital provenant de la,
,,,,,,prévoyance (art. 38 LIFD),
,,,,,,,
,Total,91802,8205795.300000001,13251,393731605,Total,
"Steuerpflichtige ohne Belastung durch die direkte Bundessteuer
Contribuables n'acquittant pas d'impôt fédéral direct",,,,,,,
,,,,,,,
Normalfälle,,31797,428392.4,5787,0,Cas normaux,
Sonderfälle,,3447,35778.4,.   ,0,Cas spéciaux,
,,,,,,,
Kapitalleistungen aus Vorsorge (Art. 38 DBG),,1281,22449.800000000003,-   ,0,Prestations en capital provenant de la,
,,,,,,prévoyance (art. 38 LIFD),
,Total,36525,486620.60000000003,5787,0,Total,
,,,,,,,
Entwicklung der direkten Bundessteuer der natürlichen Personen,,,,,,,
Evolution de l'impôt fédéral direct payé par les personnes physiques,,,,,,,
,,,,,,,
Nur steuerpflichtige Personen mit einer Belastung durch die direkte Bundessteuer,,,,,,,
Seulement les contribuables acquittant un impôt fédéral direct,,,,,,,
,Beginn der,,,,,Steuerertrag pro Jahr,
Perioden,Steuerpflicht,Anzahl,Steuerbares,Ermässigungen,Reines,Rendement de l'impôt par année,
Steuerjahre,(steuerbares Einkommen),Pflichtige,Einkommen,für Kinder,Einkommen,,
,Début de l'assu-,Nombre de,Revenu,Réductions,Revenu,,Veränderung in %
Périodes,jettissement,contribuables,imposable,pour des enfants,net,,Variation en %
Années fiscales,(revenu imposable),,,,1),,
,Fr.,,Mio. Fr.,Anzahl / Nombre,Mio. Fr.,1'000 Fr.,
 SP/PF    2005,16'100 / 27'400,93969,6655.3833,.        ,6922.1828,251681.509,2.307796477257341
 SP/PF    2006,16'900 / 29'200,92583,6738.735300000001,.        ,7040.215,253827.854,0.8528020228931439
 SP/PF    2007,16'900 / 29'200,93658,7067.295099999999,.        ,7336.0907,290853.85,14.587050009097894
 SP/PF    2008,16'900 / 29'200,95022,7186.0465,.        ,7609.1347000000005,299432.459,2.9494569179675665
 SP/PF    2009,16'900 / 29'200,95275,7270.2251,.        ,7683.1952,279811.843,-6.5526015668194475
 SP/PF    2010,16'900 / 29'200,96001,7393.7828,.        ,7810.5347,312390.149,11.642933212087087
 SP/PF    2011,17'700 / 30'600,89270,7180.2062000000005,2)        ,7502.469899999999,312035.987,-0.11337169278021975
 SP/PF    2012,17'800 / 30'800,89434,7259.2595,2)        ,7562.515300000001,304322.294,-2.4720523661907094
 SP/PF    2013,17'800 / 30'800,90577,7550.714999999999,12492,7847.408200000001,355329.282,16.760845000728068
 SP/PF    2014,17'800 / 30'800,91215,7741.5183,12739,8041.9534,329706.665,-7.210950039293422
 SP/PF    2015,17'800 / 30'800,91262,7841.6174,12833,8117.9383,359045.244,8.898388208197133
 SP/PF    2016,17'800 / 30'800,91205,7962.1639,13000,8235.702,374424.34,4.28333093307873
 SP/PF    2017,17'800 / 30'800,91464,8104.534499999999,13135,8376.5097,384120.893,2.589722933076402
 SP/PF    2018,17'800 / 30'800,91802,8205.795300000002,13251,8499.5722,393731.605,2.5020018892854097
,,,,,,,
1) Nur Normal und Sonderfälle / Seulement les cas normaux et des cas spéciaux,,,,,,,
2) Die Ermässigungen für Kinder wurden noch nicht ausgezählt  / Les réductions pour les enfants n'étaient pas encore été décomptées,,,,,,,
"3) Der Kanton Zürich lieferte uns den Steuerbetrag vor dem Abzug der Ermässigungen für Kinder, sodass diese nicht ausgezählt werden konnten",,,,,,,
"    Le canton de Zurich a fourni le montant de l'impôt avant déduction des réductions pour les enfants, ce qui empêche le décompte de ces dernières",,,,,,,
4) Übergang von der zweijährigen Veranlagung mit Vergangenheitsbemessung zur jährlichen Veranlagung mit Gegenwartsbemessung /,,,,,,,
    Passage de la méthode de taxation bisannuelle praenumerando à la taxation annuelle postnumerando.,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
Direkte Bundessteuer / Steuerperiode 2018 / Natürliche Personen,,,,,,,
Impôt fédéral direct / Période fiscale 2018 / Personnes physiques,,,,,,,
KANTON BASEL-LANDSCHAFT,,,,,,,
Gesamtergebnisse,,,,,,,
Résultats d'ensemble,,,,,,,
,,,,,,,
,,,Steuerbares,Ermässigungen,Steuerertrag,,
,,Pflichtige,Einkommen,für Kinder,pro Jahr,,
,Arten,Contribuables,Revenu,Réductions,Rendement de,Genres,
,,,imposable,pour des enfants,l'impôt par année,,
,,,1'000 Fr.,Anzahl / Nombre,Fr.,,
"Steuerpflichtige mit einer Belastung durch die direkte Bundessteuer
Contribuables acquittant un impôt fédéral direct",,,,,,,
,,,,,,,
Normalfälle,,118941,9697464.5,31520,303750230,Cas normaux,
Sonderfälle,,12042,1411681.7,0,88143473,Cas spéciaux,
   Pauschalierte (Art. 14 DBG),,0,0,0,0,   Impôt à forfait (art. 14 LIFD),
   Übrige Sonderfälle (Art. 4 bis 7 und 37 DBG),,12042,1411681.7,.   ,88143473,   Autres cas spéciaux (art. 4 à 7 et 37 LIFD),
Quellensteuer,,-   ,-     ,-   ,13340546,Imposition à la source,
Kapitalleistungen aus Vorsorge (Art. 38 DBG),,5173,750882.6,-   ,9413020,Prestations en capital provenant de la,
,,,,,,prévoyance (art. 38 LIFD),
,,,,,,,
,Total,136156,11860028.799999999,31520,414647269,Total,
"Steuerpflichtige ohne Belastung durch die direkte Bundessteuer
Contribuables n'acquittant pas d'impôt fédéral direct",,,,,,,
,,,,,,,
Normalfälle,,38851,603373.4,10735,0,Cas normaux,
Sonderfälle,,3680,31545.3,.   ,0,Cas spéciaux,
,,,,,,,
Kapitalleistungen aus Vorsorge (Art. 38 DBG),,2557,50429.5,-   ,0,Prestations en capital provenant de la,
,,,,,,prévoyance (art. 38 LIFD),
,Total,45088,685348.2000000001,10735,0,Total,
,,,,,,,
Entwicklung der direkten Bundessteuer der natürlichen Personen,,,,,,,
Evolution de l'impôt fédéral direct payé par les personnes physiques,,,,,,,
,,,,,,,
Nur steuerpflichtige Personen mit einer Belastung durch die direkte Bundessteuer,,,,,,,
Seulement les contribuables acquittant un impôt fédéral direct,,,,,,,
,Beginn der,,,,,Steuerertrag pro Jahr,
Perioden,Steuerpflicht,Anzahl,Steuerbares,Ermässigungen,Reines,Rendement de l'impôt par année,
Steuerjahre,(steuerbares Einkommen),Pflichtige,Einkommen,für Kinder,Einkommen,,
,Début de l'assu-,Nombre de,Revenu,Réductions,Revenu,,Veränderung in %
Périodes,jettissement,contribuables,imposable,pour des enfants,net,,Variation en %
Années fiscales,(revenu imposable),,,,1),,
,Fr.,,Mio. Fr.,Anzahl / Nombre,Mio. Fr.,1'000 Fr.,
 SP/PF    2005,16'100 / 27'400,133055,9946.198,.        ,10365.524099999999,325632.158,2.7360190827822635
 SP/PF    2006,16'900 / 29'200,133598,10192.8058,.        ,10622.693800000001,323640.74,-0.6115544644703022
 SP/PF    2007,16'900 / 29'200,135112,10529.518699999999,.        ,10916.2203,343346.524,6.088783507292675
 SP/PF    2008,16'900 / 29'200,136516,10568.2385,.        ,11182.081300000002,345477.727,0.6207148903595936
 SP/PF    2009,16'900 / 29'200,137760,10796.598600000001,.        ,11383.3454,354390.093,2.57972231014476
 SP/PF    2010,16'900 / 29'200,138238,10913.312,.        ,11539.396799999999,367720.707,3.761565084157141
 SP/PF    2011,17'700 / 30'600,127857,10400.001499999998,2)        ,10827.8273,329305.752,-10.446775030267744
 SP/PF    2012,17'800 / 30'800,127705,10444.670900000001,2)        ,10884.780100000002,328872.534,-0.131554944718971
 SP/PF    2013,17'800 / 30'800,129399,10706.9272,30412,11141.594499999997,346359.557,5.3172646518422795
 SP/PF    2014,17'800 / 30'800,131466,11052.677699999998,31116,11464.6918,367138.584,5.99926480446446
 SP/PF    2015,17'800 / 30'800,132670,11219.298,31120,11632.0803,374541.071,2.016265062459354
 SP/PF    2016,17'800 / 30'800,134035,11550.038700000001,31548,11881.989399999999,392251.667,4.728612526448401
 SP/PF    2017,17'800 / 30'800,135043,12014.0181,31363,12335.970099999999,443003.453,12.938577517887254
 SP/PF    2018,17'800 / 30'800,136156,11860.028799999998,31520,12184.129700000001,414647.269,-6.400894577225799
,,,,,,,
1) Nur Normal und Sonderfälle / Seulement les cas normaux et des cas spéciaux,,,,,,,
2) Die Ermässigungen für Kinder wurden noch nicht ausgezählt  / Les réductions pour les enfants n'étaient pas encore été décomptées,,,,,,,
"3) Der Kanton Zürich lieferte uns den Steuerbetrag vor dem Abzug der Ermässigungen für Kinder, sodass diese nicht ausgezählt werden konnten",,,,,,,
"    Le canton de Zurich a fourni le montant de l'impôt avant déduction des réductions pour les enfants, ce qui empêche le décompte de ces dernières",,,,,,,
4) Übergang von der zweijährigen Veranlagung mit Vergangenheitsbemessung zur jährlichen Veranlagung mit Gegenwartsbemessung /,,,,,,,
    Passage de la méthode de taxation bisannuelle praenumerando à la taxation annuelle postnumerando.,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
Direkte Bundessteuer / Steuerperiode 2018 / Natürliche Personen,,,,,,,
Impôt fédéral direct / Période fiscale 2018 / Personnes physiques,,,,,,,
KANTON SCHAFFHAUSEN,,,,,,,
Gesamtergebnisse,,,,,,,
Résultats d'ensemble,,,,,,,
,,,,,,,
,,,Steuerbares,Ermässigungen,Steuerertrag,,
,,Pflichtige,Einkommen,für Kinder,pro Jahr,,
,Arten,Contribuables,Revenu,Réductions,Rendement de,Genres,
,,,imposable,pour des enfants,l'impôt par année,,
,,,1'000 Fr.,Anzahl / Nombre,Fr.,,
"Steuerpflichtige mit einer Belastung durch die direkte Bundessteuer
Contribuables acquittant un impôt fédéral direct",,,,,,,
,,,,,,,
Normalfälle,,33861,2299221,6583,54050915,Cas normaux,
Sonderfälle,,3238,251426.8,0,11093083,Cas spéciaux,
   Pauschalierte (Art. 14 DBG),,0,0,0,0,   Impôt à forfait (art. 14 LIFD),
   Übrige Sonderfälle (Art. 4 bis 7 und 37 DBG),,3238,251426.8,.   ,11093083,   Autres cas spéciaux (art. 4 à 7 et 37 LIFD),
Quellensteuer,,-   ,-     ,-   ,13151211,Imposition à la source,
Kapitalleistungen aus Vorsorge (Art. 38 DBG),,1494,207102.5,-   ,2576252,Prestations en capital provenant de la,
,,,,,,prévoyance (art. 38 LIFD),
,,,,,,,
,Total,38593,2757750.3,6583,80871461,Total,
"Steuerpflichtige ohne Belastung durch die direkte Bundessteuer
Contribuables n'acquittant pas d'impôt fédéral direct",,,,,,,
,,,,,,,
Normalfälle,,11101,194573.1,3416,0,Cas normaux,
Sonderfälle,,1140,12985,.   ,0,Cas spéciaux,
,,,,,,,
Kapitalleistungen aus Vorsorge (Art. 38 DBG),,759,15562.400000000001,-   ,0,Prestations en capital provenant de la,
,,,,,,prévoyance (art. 38 LIFD),
,Total,13000,223120.5,3416,0,Total,
,,,,,,,
Entwicklung der direkten Bundessteuer der natürlichen Personen,,,,,,,
Evolution de l'impôt fédéral direct payé par les personnes physiques,,,,,,,
,,,,,,,
Nur steuerpflichtige Personen mit einer Belastung durch die direkte Bundessteuer,,,,,,,
Seulement les contribuables acquittant un impôt fédéral direct,,,,,,,
,Beginn der,,,,,Steuerertrag pro Jahr,
Perioden,Steuerpflicht,Anzahl,Steuerbares,Ermässigungen,Reines,Rendement de l'impôt par année,
Steuerjahre,(steuerbares Einkommen),Pflichtige,Einkommen,für Kinder,Einkommen,,
,Début de l'assu-,Nombre de,Revenu,Réductions,Revenu,,Veränderung in %
Périodes,jettissement,contribuables,imposable,pour des enfants,net,,Variation en %
Années fiscales,(revenu imposable),,,,1),,
,Fr.,,Mio. Fr.,Anzahl / Nombre,Mio. Fr.,1'000 Fr.,
 SP/PF    2005,16'100 / 27'400,36128,2232.5339,.        ,2347.0194,55960.364,4.552354792932022
 SP/PF    2006,16'900 / 29'200,35865,2279.2044,.        ,2375.4148999999998,56586.347,1.1186185279280778
 SP/PF    2007,16'900 / 29'200,36365,2388.1197,.        ,2478.0202000000004,65225.009,15.266336241849999
 SP/PF    2008,16'900 / 29'200,36725,2369.7059,.        ,2524.3219,63476.768,-2.6803231257507463
 SP/PF    2009,16'900 / 29'200,37002,2402.1758000000004,.        ,2542.3943,64364.38,1.3983257622694367
 SP/PF    2010,16'900 / 29'200,37466,2450.685,.        ,2583.8994,67661.109,5.121977404272371
 SP/PF    2011,17'700 / 30'600,34481,2332.5639999999994,2)        ,2403.7013,63528.257,-6.108164736111561
 SP/PF    2012,17'800 / 30'800,34858,2365.3581,2)        ,2437.5565,63803.48,0.43322926363303793
 SP/PF    2013,17'800 / 30'800,35521,2458.2213,6055,2522.6539,69072.742,8.258580879914376
 SP/PF    2014,17'800 / 30'800,36221,2498.7465,6125,2572.5168999999996,72116.436,4.406505246309763
 SP/PF    2015,17'800 / 30'800,36828,2572.2636999999995,6108,2613.7684,73840.955,2.391298150119354
 SP/PF    2016,17'800 / 30'800,37287,2626.3276,6313,2679.5517999999997,76931.647,4.185606754408852
 SP/PF    2017,17'800 / 30'800,37942,2708.5748,6539,2754.3219,79516.849,3.3603882157884897
 SP/PF    2018,17'800 / 30'800,38593,2757.7502999999997,6583,2811.6294000000003,80871.461,1.703553419225642
,,,,,,,
1) Nur Normal und Sonderfälle / Seulement les cas normaux et des cas spéciaux,,,,,,,
2) Die Ermässigungen für Kinder wurden noch nicht ausgezählt  / Les réductions pour les enfants n'étaient pas encore été décomptées,,,,,,,
"3) Der Kanton Zürich lieferte uns den Steuerbetrag vor dem Abzug der Ermässigungen für Kinder, sodass diese nicht ausgezählt werden konnten",,,,,,,
"    Le canton de Zurich a fourni le montant de l'impôt avant déduction des réductions pour les enfants, ce qui empêche le décompte de ces dernières",,,,,,,
4) Übergang von der zweijährigen Veranlagung mit Vergangenheitsbemessung zur jährlichen Veranlagung mit Gegenwartsbemessung /,,,,,,,
    Passage de la méthode de taxation bisannuelle praenumerando à la taxation annuelle postnumerando.,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
Direkte Bundessteuer / Steuerperiode 2018 / Natürliche Personen,,,,,,,
Impôt fédéral direct / Période fiscale 2018 / Personnes physiques,,,,,,,
KANTON APPENZELL A.RH.,,,,,,,
Gesamtergebnisse,,,,,,,
Résultats d'ensemble,,,,,,,
,,,,,,,
,,,Steuerbares,Ermässigungen,Steuerertrag,,
,,Pflichtige,Einkommen,für Kinder,pro Jahr,,
,Arten,Contribuables,Revenu,Réductions,Rendement de,Genres,
,,,imposable,pour des enfants,l'impôt par année,,
,,,1'000 Fr.,Anzahl / Nombre,Fr.,,
"Steuerpflichtige mit einer Belastung durch die direkte Bundessteuer
Contribuables acquittant un impôt fédéral direct",,,,,,,
,,,,,,,
Normalfälle,,23311,1642673,4773,44941266,Cas normaux,
Sonderfälle,,1954,160095.5,0,7988449,Cas spéciaux,
   Pauschalierte (Art. 14 DBG),,0,0,0,0,   Impôt à forfait (art. 14 LIFD),
   Übrige Sonderfälle (Art. 4 bis 7 und 37 DBG),,1954,160095.5,.   ,7988449,   Autres cas spéciaux (art. 4 à 7 et 37 LIFD),
Quellensteuer,,-   ,-     ,-   ,823361,Imposition à la source,
Kapitalleistungen aus Vorsorge (Art. 38 DBG),,898,136886.2,-   ,1801598,Prestations en capital provenant de la,
,,,,,,prévoyance (art. 38 LIFD),
,,,,,,,
,Total,26163,1939654.7,4773,55554674,Total,
"Steuerpflichtige ohne Belastung durch die direkte Bundessteuer
Contribuables n'acquittant pas d'impôt fédéral direct",,,,,,,
,,,,,,,
Normalfälle,,8200,145850.4,2574,0,Cas normaux,
Sonderfälle,,844,7593.1,.   ,0,Cas spéciaux,
,,,,,,,
Kapitalleistungen aus Vorsorge (Art. 38 DBG),,458,9190.6,-   ,0,Prestations en capital provenant de la,
,,,,,,prévoyance (art. 38 LIFD),
,Total,9502,162634.1,2574,0,Total,
,,,,,,,
Entwicklung der direkten Bundessteuer der natürlichen Personen,,,,,,,
Evolution de l'impôt fédéral direct payé par les personnes physiques,,,,,,,
,,,,,,,
Nur steuerpflichtige Personen mit einer Belastung durch die direkte Bundessteuer,,,,,,,
Seulement les contribuables acquittant un impôt fédéral direct,,,,,,,
,Beginn der,,,,,Steuerertrag pro Jahr,
Perioden,Steuerpflicht,Anzahl,Steuerbares,Ermässigungen,Reines,Rendement de l'impôt par année,
Steuerjahre,(steuerbares Einkommen),Pflichtige,Einkommen,für Kinder,Einkommen,,
,Début de l'assu-,Nombre de,Revenu,Réductions,Revenu,,Veränderung in %
Périodes,jettissement,contribuables,imposable,pour des enfants,net,,Variation en %
Années fiscales,(revenu imposable),,,,1),,
,Fr.,,Mio. Fr.,Anzahl / Nombre,Mio. Fr.,1'000 Fr.,
 SP/PF    2005,16'100 / 27'400,24783,1540.7047999999998,.        ,1641.0607,42169.35,-0.5988440341886871
 SP/PF    2006,16'900 / 29'200,24713,1592.6886,.        ,1671.5855,41957.103,-0.5033205396810558
 SP/PF    2007,16'900 / 29'200,25261,1652.7256,.        ,1731.2518,44615.189,6.335246739985834
 SP/PF    2008,16'900 / 29'200,25320,1679.9732000000001,.        ,1797.0608,48679.836,9.11045563429083
 SP/PF    2009,16'900 / 29'200,25333,1706.1347,.        ,1819.5256,50768.74,4.2911073077567465
 SP/PF    2010,16'900 / 29'200,25476,1736.6571999999999,.        ,1851.5258999999999,53127.844,4.6467649187275555
 SP/PF    2011,17'700 / 30'600,23174,1631.5333,2)        ,1688.3609999999999,46282.318,-12.885006212561521
 SP/PF    2012,17'800 / 30'800,23437,1652.2204000000002,2)        ,1706.2377,46173.857,-0.234346516524937
 SP/PF    2013,17'800 / 30'800,24035,1694.3143,4270,1747.0173,47448.288,2.7600704875055158
 SP/PF    2014,17'800 / 30'800,24307,1717.229,4355,1772.0071000000003,47659.124,0.4443490142362947
 SP/PF    2015,17'800 / 30'800,24598,1765.9227999999998,4297,1811.521,50618.743,6.20997356141082
 SP/PF    2016,17'800 / 30'800,25463,1853.7479,4708,1904.3825000000002,54026.717,6.732632613970665
 SP/PF    2017,17'800 / 30'800,25993,1916.6479,4613,1942.2215999999999,54537.091,0.944669652979286
 SP/PF    2018,17'800 / 30'800,26163,1939.6547,4773,1976.0142,55554.674,1.8658549279791998
,,,,,,,
1) Nur Normal und Sonderfälle / Seulement les cas normaux et des cas spéciaux,,,,,,,
2) Die Ermässigungen für Kinder wurden noch nicht ausgezählt  / Les réductions pour les enfants n'étaient pas encore été décomptées,,,,,,,
"3) Der Kanton Zürich lieferte uns den Steuerbetrag vor dem Abzug der Ermässigungen für Kinder, sodass diese nicht ausgezählt werden konnten",,,,,,,
"    Le canton de Zurich a fourni le montant de l'impôt avant déduction des réductions pour les enfants, ce qui empêche le décompte de ces dernières",,,,,,,
4) Übergang von der zweijährigen Veranlagung mit Vergangenheitsbemessung zur jährlichen Veranlagung mit Gegenwartsbemessung /,,,,,,,
    Passage de la méthode de taxation bisannuelle praenumerando à la taxation annuelle postnumerando.,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
Direkte Bundessteuer / Steuerperiode 2018 / Natürliche Personen,,,,,,,
Impôt fédéral direct / Période fiscale 2018 / Personnes physiques,,,,,,,
KANTON APPENZELL I.RH.,,,,,,,
Gesamtergebnisse,,,,,,,
Résultats d'ensemble,,,,,,,
,,,,,,,
,,,Steuerbares,Ermässigungen,Steuerertrag,,
,,Pflichtige,Einkommen,für Kinder,pro Jahr,,
,Arten,Contribuables,Revenu,Réductions,Rendement de,Genres,
,,,imposable,pour des enfants,l'impôt par année,,
,,,1'000 Fr.,Anzahl / Nombre,Fr.,,
"Steuerpflichtige mit einer Belastung durch die direkte Bundessteuer
Contribuables acquittant un impôt fédéral direct",,,,,,,
,,,,,,,
Normalfälle,,6796,494763.69999999995,1590,14593809,Cas normaux,
Sonderfälle,,493,56006.899999999994,0,3787353,Cas spéciaux,
   Pauschalierte (Art. 14 DBG),,17,6223.200000000001,0,614742,   Impôt à forfait (art. 14 LIFD),
   Übrige Sonderfälle (Art. 4 bis 7 und 37 DBG),,476,49783.7,.   ,3172611,   Autres cas spéciaux (art. 4 à 7 et 37 LIFD),
Quellensteuer,,-   ,-     ,-   ,331256,Imposition à la source,
Kapitalleistungen aus Vorsorge (Art. 38 DBG),,329,60978,-   ,919638,Prestations en capital provenant de la,
,,,,,,prévoyance (art. 38 LIFD),
,,,,,,,
,Total,7618,611748.6,1590,19632056,Total,
"Steuerpflichtige ohne Belastung durch die direkte Bundessteuer
Contribuables n'acquittant pas d'impôt fédéral direct",,,,,,,
,,,,,,,
Normalfälle,,2083,40497.2,759,0,Cas normaux,
Sonderfälle,,191,1726.1,.   ,0,Cas spéciaux,
,,,,,,,
Kapitalleistungen aus Vorsorge (Art. 38 DBG),,111,2419.9,-   ,0,Prestations en capital provenant de la,
,,,,,,prévoyance (art. 38 LIFD),
,Total,2385,44643.2,759,0,Total,
,,,,,,,
Entwicklung der direkten Bundessteuer der natürlichen Personen,,,,,,,
Evolution de l'impôt fédéral direct payé par les personnes physiques,,,,,,,
,,,,,,,
Nur steuerpflichtige Personen mit einer Belastung durch die direkte Bundessteuer,,,,,,,
Seulement les contribuables acquittant un impôt fédéral direct,,,,,,,
,Beginn der,,,,,Steuerertrag pro Jahr,
